office-name,official-title,ocd-division,division-description,homepage-url,phone,email,street,directions,city,state,zip,start_time,end_time,start_date,end_date,notes
Allen County,Aboite Library,ocd-division/country:us/state:in/county:allen,Allen County IN,http://www.allencounty.us/election-board,(260) 449-7329,electionboard@co.allen.in.us,5630 Coventry Lane,,Fort Wayne,IN,46804,10:00:00 - 04:00,21:00:00 - 04:00,11/1/16,11/1/16,
Allen County,Aboite Library,ocd-division/country:us/state:in/county:allen,Allen County IN,http://www.allencounty.us/election-board,(260) 449-7329,electionboard@co.allen.in.us,5630 Coventry Lane,,Fort Wayne,IN,46804,10:00:00 - 04:00,18:00:00 - 04:00,11/2/16,11/2/16,
Allen County,Aboite Library,ocd-division/country:us/state:in/county:allen,Allen County IN,http://www.allencounty.us/election-board,(260) 449-7329,electionboard@co.allen.in.us,5630 Coventry Lane,,Fort Wayne,IN,46804,10:00:00 - 04:00,21:00:00 - 04:00,11/3/16,11/3/16,
Allen County,Aboite Library,ocd-division/country:us/state:in/county:allen,Allen County IN,http://www.allencounty.us/election-board,(260) 449-7329,electionboard@co.allen.in.us,5630 Coventry Lane,,Fort Wayne,IN,46804,10:00:00 - 04:00,18:00:00 - 04:00,11/4/16,11/4/16,
Allen County,Aboite Library,ocd-division/country:us/state:in/county:allen,Allen County IN,http://www.allencounty.us/election-board,(260) 449-7329,electionboard@co.allen.in.us,5630 Coventry Lane,,Fort Wayne,IN,46804,10:00:00 - 04:00,17:00:00 - 04:00,11/5/16,11/5/16,
Allen County,Dupont Library,ocd-division/country:us/state:in/county:allen,Allen County IN,http://www.allencounty.us/election-board,(260) 449-7329,electionboard@co.allen.in.us,536 E Dupont Rd. ,,Fort Wayne,IN,46825,10:00:00 - 04:00,21:00:00 - 04:00,11/1/16,11/1/16,
Allen County,Dupont Library,ocd-division/country:us/state:in/county:allen,Allen County IN,http://www.allencounty.us/election-board,(260) 449-7329,electionboard@co.allen.in.us,536 E Dupont Rd. ,,Fort Wayne,IN,46825,10:00:00 - 04:00,18:00:00 - 04:00,11/2/16,11/2/16,
Allen County,Dupont Library,ocd-division/country:us/state:in/county:allen,Allen County IN,http://www.allencounty.us/election-board,(260) 449-7329,electionboard@co.allen.in.us,536 E Dupont Rd. ,,Fort Wayne,IN,46825,10:00:00 - 04:00,21:00:00 - 04:00,11/3/16,11/3/16,
Allen County,Dupont Library,ocd-division/country:us/state:in/county:allen,Allen County IN,http://www.allencounty.us/election-board,(260) 449-7329,electionboard@co.allen.in.us,536 E Dupont Rd. ,,Fort Wayne,IN,46825,10:00:00 - 04:00,18:00:00 - 04:00,11/4/16,11/4/16,
Allen County,Dupont Library,ocd-division/country:us/state:in/county:allen,Allen County IN,http://www.allencounty.us/election-board,(260) 449-7329,electionboard@co.allen.in.us,536 E Dupont Rd. ,,Fort Wayne,IN,46825,10:00:00 - 04:00,17:00:00 - 04:00,11/5/16,11/5/16,
Allen County,Georgetown Library,ocd-division/country:us/state:in/county:allen,Allen County IN,http://www.allencounty.us/election-board,(260) 449-7329,electionboard@co.allen.in.us,6600 E. State Blvd,,Fort Wayne,IN,46815,10:00:00 - 04:00,21:00:00 - 04:00,11/1/16,11/1/16,
Allen County,Georgetown Library,ocd-division/country:us/state:in/county:allen,Allen County IN,http://www.allencounty.us/election-board,(260) 449-7329,electionboard@co.allen.in.us,6600E. State Blvd,,Fort Wayne,IN,46815,10:00:00 - 04:00,18:00:00 - 04:00,11/2/16,11/2/16,
Allen County,Georgetown Library,ocd-division/country:us/state:in/county:allen,Allen County IN,http://www.allencounty.us/election-board,(260) 449-7329,electionboard@co.allen.in.us,6600E. State Blvd,,Fort Wayne,IN,46815,10:00:00 - 04:00,21:00:00 - 04:00,11/3/16,11/3/16,
Allen County,Georgetown Library,ocd-division/country:us/state:in/county:allen,Allen County IN,http://www.allencounty.us/election-board,(260) 449-7329,electionboard@co.allen.in.us,6600E. State Blvd,,Fort Wayne,IN,46815,10:00:00 - 04:00,18:00:00 - 04:00,11/4/16,11/4/16,
Allen County,Georgetown Library,ocd-division/country:us/state:in/county:allen,Allen County IN,http://www.allencounty.us/election-board,(260) 449-7329,electionboard@co.allen.in.us,6600E. State Blvd,,Fort Wayne,IN,46815,10:00:00 - 04:00,17:00:00 - 04:00,11/5/16,11/5/16,
Allen County,Hessen Cassel Library,ocd-division/country:us/state:in/county:allen,Allen County IN,http://www.allencounty.us/election-board,(260) 449-7329,electionboard@co.allen.in.us,3030 E. Paulding Rd. ,,Fort Wayne,IN,46816,10:00:00 - 04:00,21:00:00 - 04:00,11/1/16,11/1/16,
Allen County,Hessen Cassel Library,ocd-division/country:us/state:in/county:allen,Allen County IN,http://www.allencounty.us/election-board,(260) 449-7329,electionboard@co.allen.in.us,3030 E. Paulding Rd. ,,Fort Wayne,IN,46816,10:00:00 - 04:00,18:00:00 - 04:00,11/2/16,11/2/16,
Allen County,Hessen Cassel Library,ocd-division/country:us/state:in/county:allen,Allen County IN,http://www.allencounty.us/election-board,(260) 449-7329,electionboard@co.allen.in.us,3030 E. Paulding Rd. ,,Fort Wayne,IN,46816,10:00:00 - 04:00,21:00:00 - 04:00,11/3/16,11/3/16,
Allen County,Hessen Cassel Library,ocd-division/country:us/state:in/county:allen,Allen County IN,http://www.allencounty.us/election-board,(260) 449-7329,electionboard@co.allen.in.us,3030 E. Paulding Rd. ,,Fort Wayne,IN,46816,10:00:00 - 04:00,18:00:00 - 04:00,11/4/16,11/4/16,
Allen County,Hessen Cassel Library,ocd-division/country:us/state:in/county:allen,Allen County IN,http://www.allencounty.us/election-board,(260) 449-7329,electionboard@co.allen.in.us,3030 E. Paulding Rd. ,,Fort Wayne,IN,46816,10:00:00 - 04:00,17:00:00 - 04:00,11/5/16,11/5/16,
Bartholomew County,County Clerk,ocd-division/country:us/state:in/county:bartholomew,Bartholomew County IN,http://www.bartholomew.in.gov/clerk.html#about-us,(812) 379-1604,voters@bartholomew.in.gov,234 Washington Street,,Columbus,IN,47201,08:00:00 - 04:00,17:00:00 - 04:00,10/12/15,10/14/15,
Bartholomew County,County Clerk,ocd-division/country:us/state:in/county:bartholomew,Bartholomew County IN,http://www.bartholomew.in.gov/clerk.html#about-us,(812) 379-1604,voters@bartholomew.in.gov,234 Washington Street,,Columbus,IN,47201,08:00:00 - 04:00,17:00:00 - 04:00,10/17/15,10/21/16,
Bartholomew County,County Clerk,ocd-division/country:us/state:in/county:bartholomew,Bartholomew County IN,http://www.bartholomew.in.gov/clerk.html#about-us,(812) 379-1604,voters@bartholomew.in.gov,234 Washington Street,,Columbus,IN,47201,08:00:00 - 04:00,17:00:00 - 04:00,10/24/16,10/28/16,
Bartholomew County,County Clerk,ocd-division/country:us/state:in/county:bartholomew,Bartholomew County IN,http://www.bartholomew.in.gov/clerk.html#about-us,(812) 379-1604,voters@bartholomew.in.gov,234 Washington Street,,Columbus,IN,47201,08:00:00 - 04:00,17:00:00 - 04:00,10/31/16,11/4/16,
Bartholomew County,County Clerk,ocd-division/country:us/state:in/county:bartholomew,Bartholomew County IN,http://www.bartholomew.in.gov/clerk.html#about-us,(812) 379-1604,voters@bartholomew.in.gov,234 Washington Street,,Columbus,IN,47201,08:00:00 - 05:00,12:00:00 - 05:00,11/7/16,11/7/16,
Bartholomew County,County Clerk,ocd-division/country:us/state:in/county:bartholomew,Bartholomew County IN,http://www.bartholomew.in.gov/clerk.html#about-us,(812) 379-1604,voters@bartholomew.in.gov,234 Washington Street,,Columbus,IN,47201,08:00:00 - 04:00,15:00:00 - 04:00,10/29/16,10/29/16,
Bartholomew County,County Clerk,ocd-division/country:us/state:in/county:bartholomew,Bartholomew County IN,http://www.bartholomew.in.gov/clerk.html#about-us,(812) 379-1604,voters@bartholomew.in.gov,234 Washington Street,,Columbus,IN,47201,08:00:00 - 04:00,15:00:00 - 04:00,11/5/16,11/5/16,
Bartholomew County,Donner Center,ocd-division/country:us/state:in/county:bartholomew,Bartholomew County IN,http://www.bartholomew.in.gov/clerk.html#about-us,(812) 379-1604,voters@bartholomew.in.gov,739 22nd St. ,,Columbus,IN,47201,11:00:00 - 04:00,19:00:00 - 04:00,10/31/16,11/4/16,
Bartholomew County,Donner Center,ocd-division/country:us/state:in/county:bartholomew,Bartholomew County IN,http://www.bartholomew.in.gov/clerk.html#about-us,(812) 379-1604,voters@bartholomew.in.gov,739 22nd St. ,,Columbus,IN,47201,08:00:00 - 04:00,15:00:00 - 04:00,11/5/16,11/5/16,
Bartholomew County,MainSouce Bank (Westside location),ocd-division/country:us/state:in/county:bartholomew,Bartholomew County IN,http://www.bartholomew.in.gov/clerk.html#about-us,(812) 379-1604,voters@bartholomew.in.gov,2310 W. Jonathan Moore Pike,,Columbus,IN,47201,11:00:00 - 04:00,19:00:00 - 04:00,10/31/16,11/4/16,
Bartholomew County,MainSource Bank (West Side Location),ocd-division/country:us/state:in/county:bartholomew,Bartholomew County IN,http://www.bartholomew.in.gov/clerk.html#about-us,(812) 379-1604,voters@bartholomew.in.gov,2310 W. Jonathan Moore Pike,,Columbus,IN,47201,08:00:00 - 04:00,15:00:00 - 04:00,11/5/16,11/5/16,
Bartholomew County,Flintwood Wesleyan Church,ocd-division/country:us/state:in/county:bartholomew,Bartholomew County IN,http://www.bartholomew.in.gov/clerk.html#about-us,(812) 379-1604,voters@bartholomew.in.gov,5300 25th St. ,,Columbus,IN,47203,11:00:00 - 04:00,19:00:00 - 04:00,10/31/16,11/4/16,
Bartholomew County,Flintwood Wesleyan Church,ocd-division/country:us/state:in/county:bartholomew,Bartholomew County IN,http://www.bartholomew.in.gov/clerk.html#about-us,(812) 379-1604,voters@bartholomew.in.gov,5300 25th St. ,,Columbus,IN,47203,08:00:00 - 04:00,15:00:00 - 04:00,11/5/16,11/5/16,
Benton County,Circuit Court Clerk,ocd-division/country:us/state:in/county:benton,Benton County IN,http://www.bentoncounty.in.gov/clerk,"(765) 884-0930, ext. 1",jhasser@bentoncounty.in.gov,"706 E. 5th Street, Suite 37",,Fowler,IN,47944,08:30:00 - 04:00,16:00:00 - 04:00,10/12/16,10/15/16,
Benton County,Circuit Court Clerk,ocd-division/country:us/state:in/county:benton,Benton County IN,http://www.bentoncounty.in.gov/clerk,"(765) 884-0930, ext. 1",jhasser@bentoncounty.in.gov,"706 E. 5th Street, Suite 37",,Fowler,IN,47944,08:30:00 - 04:00,16:00:00 - 04:00,10/17/16,10/21/16,
Benton County,Circuit Court Clerk,ocd-division/country:us/state:in/county:benton,Benton County IN,http://www.bentoncounty.in.gov/clerk,"(765) 884-0930, ext. 1",jhasser@bentoncounty.in.gov,"706 E. 5th Street, Suite 37",,Fowler,IN,47944,08:30:00 - 04:00,16:00:00 - 04:00,10/24/16,10/28/16,
Benton County,Circuit Court Clerk,ocd-division/country:us/state:in/county:benton,Benton County IN,http://www.bentoncounty.in.gov/clerk,"(765) 884-0930, ext. 1",jhasser@bentoncounty.in.gov,"706 E. 5th Street, Suite 37",,Fowler,IN,47944,08:30:00 - 04:00,16:00:00 - 04:00,10/31/16,11/2/16,
Benton County,Circuit Court Clerk,ocd-division/country:us/state:in/county:benton,Benton County IN,http://www.bentoncounty.in.gov/clerk,"(765) 884-0930, ext. 1",jhasser@bentoncounty.in.gov,"706 E. 5th Street, Suite 37",,Fowler,IN,47944,08:30:00 - 04:00,18:30:00 - 04:00,11/3/16,11/3/16,
Benton County,Circuit Court Clerk,ocd-division/country:us/state:in/county:benton,Benton County IN,http://www.bentoncounty.in.gov/clerk,"(765) 884-0930, ext. 1",jhasser@bentoncounty.in.gov,"706 E. 5th Street, Suite 37",,Fowler,IN,47944,08:30:00 - 04:00,16:00:00 - 04:00,11/4/16,11/4/16,
Benton County,Circuit Court Clerk,ocd-division/country:us/state:in/county:benton,Benton County IN,http://www.bentoncounty.in.gov/clerk,"(765) 884-0930, ext. 1",jhasser@bentoncounty.in.gov,"706 E. 5th Street, Suite 37",,Fowler,IN,47944,08:00:00 - 04:00,12:00:00 - 04:00,11/5/16,11/5/16,
Benton County,Circuit Court Clerk,ocd-division/country:us/state:in/county:benton,Benton County IN,http://www.bentoncounty.in.gov/clerk,"(765) 884-0930, ext. 1",jhasser@bentoncounty.in.gov,"706 E. 5th Street, Suite 37",,Fowler,IN,47944,08:00:00 - 04:00,12:00:00 - 04:00,10/29/16,10/29/16,
Benton County,Circuit Court Clerk,ocd-division/country:us/state:in/county:benton,Benton County IN,http://www.bentoncounty.in.gov/clerk,"(765) 884-0930, ext. 1",jhasser@bentoncounty.in.gov,"706 E. 5th Street, Suite 37",,Fowler,IN,47944,08:30:00 - 05:00,12:00:00 - 05:00,11/7/16,11/7/16,
Blackford County,Circuit Court Clerk,ocd-division/country:us/state:in/county:blackford,Blackford County IN,http://gov.blackfordcounty.org/pages.asp?Page=Election_and_Voter_Registration&PageIndex=377,(765) 348-1130/7217,tmilholland@hotmail.com,"110 W. Washington St., First Floor",,Hartford City,IN,47348-2295,08:00:00 - 04:00,16:00:00 - 04:00,10/12/16,10/14/16,
Blackford County,Circuit Court Clerk,ocd-division/country:us/state:in/county:blackford,Blackford County IN,http://gov.blackfordcounty.org/pages.asp?Page=Election_and_Voter_Registration&PageIndex=377,(765) 348-1130/7217,tmilholland@hotmail.com,"110 W. Washington St., First Floor",,Hartford City,IN,47348-2295,08:00:00 - 04:00,16:00:00 - 04:00,10/17/16,10/21/16,
Blackford County,Circuit Court Clerk,ocd-division/country:us/state:in/county:blackford,Blackford County IN,http://gov.blackfordcounty.org/pages.asp?Page=Election_and_Voter_Registration&PageIndex=377,(765) 348-1130/7217,tmilholland@hotmail.com,"110 W. Washington St., First Floor",,Hartford City,IN,47348-2295,08:00:00 - 04:00,16:00:00 - 04:00,10/24/16,10/28/16,
Blackford County,Circuit Court Clerk,ocd-division/country:us/state:in/county:blackford,Blackford County IN,http://gov.blackfordcounty.org/pages.asp?Page=Election_and_Voter_Registration&PageIndex=377,(765) 348-1130/7217,tmilholland@hotmail.com,"110 W. Washington St., First Floor",,Hartford City,IN,47348-2295,08:00:00 - 04:00,16:00:00 - 04:00,10/31/16,11/4/16,
Blackford County,Circuit Court Clerk,ocd-division/country:us/state:in/county:blackford,Blackford County IN,http://gov.blackfordcounty.org/pages.asp?Page=Election_and_Voter_Registration&PageIndex=377,(765) 348-1130/7217,tmilholland@hotmail.com,"110 W. Washington St., First Floor",,Hartford City,IN,47348-2295,08:00:00- 05:00,12:00:00 - 05:00,11/7/16,11/7/16,
Blackford County,Circuit Court Clerk,ocd-division/country:us/state:in/county:blackford,Blackford County IN,http://gov.blackfordcounty.org/pages.asp?Page=Election_and_Voter_Registration&PageIndex=377,(765) 348-1130/7217,tmilholland@hotmail.com,"110 W. Washington St., First Floor",,Hartford City,IN,47348-2295,08:00:00- 04:00,12:00:00 - 04:00,10/29/16,10/29/15,subject to have longer hours; these are confirmed
Blackford County,Circuit Court Clerk,ocd-division/country:us/state:in/county:blackford,Blackford County IN,http://gov.blackfordcounty.org/pages.asp?Page=Election_and_Voter_Registration&PageIndex=377,(765) 348-1130/7217,tmilholland@hotmail.com,"110 W. Washington St., First Floor",,Hartford City,IN,47348-2295,08:00:00- 04:00,12:00:00 - 04:00,11/5/16,11/5/15,subject to have longer hours; these are confirmed
Blackford County,Mountpelier Civic Center,ocd-division/country:us/state:in/county:blackford,Blackford County IN,http://gov.blackfordcounty.org/pages.asp?Page=Election_and_Voter_Registration&PageIndex=377,(765) 348-1130/7217,tmilholland@hotmail.com,339 S Main St,,Montpelier,IN,47359,08:00:00- 04:00,12:00:00 - 04:00,10/29/16,10/29/15,subject to have longer hours; these are confirmed
Blackford County,Mountpelier Civic Center,ocd-division/country:us/state:in/county:blackford,Blackford County IN,http://gov.blackfordcounty.org/pages.asp?Page=Election_and_Voter_Registration&PageIndex=377,(765) 348-1130/7217,tmilholland@hotmail.com,339 S Main St,,Montpelier,IN,47359,08:00:00- 04:00,12:00:00 - 04:00,11/5/16,11/5/15,subject to have longer hours; these are confirmed
Boone County,Circuit Court Clerk,ocd-division/country:us/state:in/county:boone,Boone County IN,http://www.boonecounty.in.gov/Default.aspx?tabid=103,(765) 482-3510 or (765) 483-5251,jfouts@co.boone.in.us,212 Courthouse Square,,Lebanon,IN,46052,08:00:00 - 04:00,16:00:00 - 04:00,10/12/16,10/14/16,https://secure.helpscout.net/conversation/243029411/1100/?folderId=996325
Boone County,Circuit Court Clerk,ocd-division/country:us/state:in/county:boone,Boone County IN,http://www.boonecounty.in.gov/Default.aspx?tabid=103,(765) 482-3510 or (765) 483-5251,jfouts@co.boone.in.us,212 Courthouse Square,,Lebanon,IN,46052,08:00:00 - 04:00,16:00:00 - 04:00,10/17/16,10/21/16,
Boone County,Circuit Court Clerk,ocd-division/country:us/state:in/county:boone,Boone County IN,http://www.boonecounty.in.gov/Default.aspx?tabid=103,(765) 482-3510 or (765) 483-5251,jfouts@co.boone.in.us,212 Courthouse Square,,Lebanon,IN,46052,08:00:00 - 04:00,16:00:00 - 04:00,10/24/16,10/28/16,
Boone County,Circuit Court Clerk,ocd-division/country:us/state:in/county:boone,Boone County IN,http://www.boonecounty.in.gov/Default.aspx?tabid=103,(765) 482-3510 or (765) 483-5251,jfouts@co.boone.in.us,212 Courthouse Square,,Lebanon,IN,46052,08:00:00 - 04:00,15:00:00 - 04:00,10/29/16,10/29/16,
Boone County,Circuit Court Clerk,ocd-division/country:us/state:in/county:boone,Boone County IN,http://www.boonecounty.in.gov/Default.aspx?tabid=103,(765) 482-3510 or (765) 483-5251,jfouts@co.boone.in.us,212 Courthouse Square,,Lebanon,IN,46052,08:00:00 - 04:00,20:00:00 - 04:00,10/31/16,11/4/16,
Boone County,Circuit Court Clerk,ocd-division/country:us/state:in/county:boone,Boone County IN,http://www.boonecounty.in.gov/Default.aspx?tabid=103,(765) 482-3510 or (765) 483-5251,jfouts@co.boone.in.us,212 Courthouse Square,,Lebanon,IN,46052,08:00:00 - 04:00,15:00:00 - 04:00,11/5/16,11/5/16,
Boone County,Circuit Court Clerk,ocd-division/country:us/state:in/county:boone,Boone County IN,http://www.boonecounty.in.gov/Default.aspx?tabid=103,(765) 482-3510 or (765) 483-5251,jfouts@co.boone.in.us,212 Courthouse Square,,Lebanon,IN,46052,08:00:00 - 05:00,12:00:00 - 05:00,11/7/16,11/7/16,
Brown County,County Voter Registration,ocd-division/country:us/state:in/county:brown,Brown County IN,http://browncounty-in.gov/Departments/Clerk.aspx,(812) 988-5511,woodsbk@browncounty-in.us,"Courthouse, 1st Floor, 20 East Main Street",,Nashville,IN,47448,08:00:00 - 04:00,16:00:00 - 04:00,10/12/16,10/14/16,AIP
Brown County,County Voter Registration,ocd-division/country:us/state:in/county:brown,Brown County IN,http://browncounty-in.gov/Departments/Clerk.aspx,(812) 988-5511,woodsbk@browncounty-in.us,"Courthouse, 1st Floor, 20 East Main Street",,Nashville,IN,47448,08:00:00 - 04:00,16:00:00 - 04:00,10/17/16,10/21/16,AIP
Brown County,County Voter Registration,ocd-division/country:us/state:in/county:brown,Brown County IN,http://browncounty-in.gov/Departments/Clerk.aspx,(812) 988-5511,woodsbk@browncounty-in.us,"Courthouse, 1st Floor, 20 East Main Street",,Nashville,IN,47448,08:00:00 - 04:00,16:00:00 - 04:00,10/24/16,10/28/16,AIP
Brown County,County Voter Registration,ocd-division/country:us/state:in/county:brown,Brown County IN,http://browncounty-in.gov/Departments/Clerk.aspx,(812) 988-5511,woodsbk@browncounty-in.us,"Courthouse, 1st Floor, 20 East Main Street",,Nashville,IN,47448,09:00:00 - 04:00,15:00:00 - 04:00,10/29/16,10/29/16,AIP
Brown County,County Voter Registration,ocd-division/country:us/state:in/county:brown,Brown County IN,http://browncounty-in.gov/Departments/Clerk.aspx,(812) 988-5511,woodsbk@browncounty-in.us,"Courthouse, 1st Floor, 20 East Main Street",,Nashville,IN,47448,08:00:00 - 04:00,16:00:00 - 04:00,10/31/16,11/4/16,AIP
Brown County,County Voter Registration,ocd-division/country:us/state:in/county:brown,Brown County IN,http://browncounty-in.gov/Departments/Clerk.aspx,(812) 988-5511,woodsbk@browncounty-in.us,"Courthouse, 1st Floor, 20 East Main Street",,Nashville,IN,47448,09:00:00 - 04:00,15:00:00 - 04:00,11/5/16,11/5/16,AIP
Brown County,County Voter Registration,ocd-division/country:us/state:in/county:brown,Brown County IN,http://browncounty-in.gov/Departments/Clerk.aspx,(812) 988-5511,woodsbk@browncounty-in.us,"Courthouse, 1st Floor, 20 East Main Street",,Nashville,IN,47448,08:00:00 - 05:00,16:00:00 - 05:00,11/7/16,11/7/16,AIP
Brown County,County Voter Registration,ocd-division/country:us/state:in/county:brown,Brown County IN,http://browncounty-in.gov/Departments/Clerk.aspx,(812) 988-5511,woodsbk@browncounty-in.us,"Courthouse, 1st Floor, 20 East Main Street",,Nashville,IN,47448,08:00:00 - 05:00,12:00:00 - 05:00,11/8/16,11/8/16,AIP
Carroll County,Carroll County Courthouse,ocd-division/country:us/state:in/county:carroll,Carroll County IN,http://www.carrollcountygovernment.org/clerks-office.html,(765) 564-6795,ccclerk@carrollcountyin.gov,"101 West Main Street, Suite 206",,Delphi,IN,46923,08:00:00 - 04:00,12:00:00 - 04:00,10/12/16,10/12/16,AIP
Carroll County,Carroll County Courthouse,ocd-division/country:us/state:in/county:carroll,Carroll County IN,http://www.carrollcountygovernment.org/clerks-office.html,(765) 564-6795,ccclerk@carrollcountyin.gov,"101 West Main Street, Suite 206",,Delphi,IN,46923,08:00:00 - 04:00,17:00:00 - 04:00,10/13/16,10/14/16,AIP
Carroll County,Carroll County Courthouse,ocd-division/country:us/state:in/county:carroll,Carroll County IN,http://www.carrollcountygovernment.org/clerks-office.html,(765) 564-6795,ccclerk@carrollcountyin.gov,"101 West Main Street, Suite 206",,Delphi,IN,46923,08:00:00 - 04:00,17:00:00 - 04:00,10/17/16,10/18/16,AIP
Carroll County,Carroll County Courthouse,ocd-division/country:us/state:in/county:carroll,Carroll County IN,http://www.carrollcountygovernment.org/clerks-office.html,(765) 564-6795,ccclerk@carrollcountyin.gov,"101 West Main Street, Suite 206",,Delphi,IN,46923,08:00:00 - 04:00,12:00:00 - 04:00,10/19/16,10/19/16,AIP
Carroll County,Carroll County Courthouse,ocd-division/country:us/state:in/county:carroll,Carroll County IN,http://www.carrollcountygovernment.org/clerks-office.html,(765) 564-6795,ccclerk@carrollcountyin.gov,"101 West Main Street, Suite 206",,Delphi,IN,46923,08:00:00 - 04:00,17:00:00 - 04:00,10/20/16,10/21/16,AIP
Carroll County,Carroll County Courthouse,ocd-division/country:us/state:in/county:carroll,Carroll County IN,http://www.carrollcountygovernment.org/clerks-office.html,(765) 564-6795,ccclerk@carrollcountyin.gov,"101 West Main Street, Suite 206",,Delphi,IN,46923,08:00:00 - 04:00,17:00:00 - 04:00,10/24/16,10/25/16,AIP
Carroll County,Carroll County Courthouse,ocd-division/country:us/state:in/county:carroll,Carroll County IN,http://www.carrollcountygovernment.org/clerks-office.html,(765) 564-6795,ccclerk@carrollcountyin.gov,"101 West Main Street, Suite 206",,Delphi,IN,46923,08:00:00 - 04:00,12:00:00 - 04:00,10/26/16,10/26/16,AIP
Carroll County,Carroll County Courthouse,ocd-division/country:us/state:in/county:carroll,Carroll County IN,http://www.carrollcountygovernment.org/clerks-office.html,(765) 564-6795,ccclerk@carrollcountyin.gov,"101 West Main Street, Suite 206",,Delphi,IN,46923,08:00:00 - 04:00,17:00:00 - 04:00,10/27/16,10/28/16,AIP
Carroll County,Carroll County Courthouse,ocd-division/country:us/state:in/county:carroll,Carroll County IN,http://www.carrollcountygovernment.org/clerks-office.html,(765) 564-6795,ccclerk@carrollcountyin.gov,"101 West Main Street, Suite 206",,Delphi,IN,46923,08:00:00 - 04:00,15:00:00 - 04:00,10/29/16,10/29/16,AIP
Carroll County,Carroll County Courthouse,ocd-division/country:us/state:in/county:carroll,Carroll County IN,http://www.carrollcountygovernment.org/clerks-office.html,(765) 564-6795,ccclerk@carrollcountyin.gov,"101 West Main Street, Suite 206",,Delphi,IN,46923,08:00:00 - 04:00,17:00:00 - 04:00,10/31/16,11/1/16,AIP
Carroll County,Carroll County Courthouse,ocd-division/country:us/state:in/county:carroll,Carroll County IN,http://www.carrollcountygovernment.org/clerks-office.html,(765) 564-6795,ccclerk@carrollcountyin.gov,"101 West Main Street, Suite 206",,Delphi,IN,46923,08:00:00 - 04:00,12:00:00 - 04:00,11/2/16,11/2/16,AIP
Carroll County,Carroll County Courthouse,ocd-division/country:us/state:in/county:carroll,Carroll County IN,http://www.carrollcountygovernment.org/clerks-office.html,(765) 564-6795,ccclerk@carrollcountyin.gov,"101 West Main Street, Suite 206",,Delphi,IN,46923,08:00:00 - 04:00,17:00:00 - 04:00,11/3/16,11/4/16,AIP
